0,
-0.000662604,
-0.00506026,
0.00428978,
0.00188289,
-4.91394e-05,
0.0114992,
0.0145763,
0.0169034,
0.0141397,
0.0108657,
0.00443211,
0.0102772,
0.0088454,
-0.012461,
-0.00550267,
-0.00979214,
-0.00130684,
-0.0125769,
-0.00633215,
0.00807139,
0.00406544,
0.0139719,
0.0142688,
0.0164392,
0.010496,
0.0110176,
0.0092546,
0.00181941,
-0.00867392,
-0.00974258,
-0.00609568,
-0.00752994,
0.0102095,
0.00532649,
0.0108721,
0.00920763,
0.0207444,
0.0192181,
0.01883,
0.015439,
0.0211501,
0.00914388,
-0.0022126,
-0.0105686,
-0.00368037,
-0.00411113,
0.00311533,
0.00358926,
0.00706207,
0.00442699,
0.0119097,
0.0180301,
0.0151865,
0.0112444,
0.00997811,
0.00885447,
0.0071448,
-0.00707221,
-0.00458165,
-0.00257563,
-0.0127535,
0.000138235,
0.00347725,
9.79753e-05,
0.00692088,
0.00843031,
0.00655581,
0.0152334,
-0.0033866,
0.00514514,
0.00801371,
-4.30681e-05,
-0.0140129,
-0.00652226,
-0.00104627,
-0.00684912,
-0.0070568,
-0.00285327,
0.0146979,
0.0172112,
0.0149509,
0.0131468,
0.0124945,
0.00397039,
0.00305863,
0.0171436,
-0.0123527,
-0.0118714,
-0.00841217,
-0.0012017,
-0.00100745,
-0.00436897,
0.00878825,
0.0119165,
0.00321709,
0.00800889,
0.0172169,
0.00992214,
0.00175335,
0.00439492,
-0.00255119,
-0.00654879,
-0.0226914,
-0.0114572,
-0.0168368,
-0.00855781,
0.00125285,
0.00482708,
0.0014225,
0.00406172,
0.0231071,
0.010978,
0.00761096,
0.00146747,
0.00498148,
0.00168007,
-0.0044526,
-0.00420876,
-0.00741034,
-0.00194854,
0.00647802,
0.0105518,
0.00851819,
0.0099185,
0.00975101,
0.0131472,
0.0111334,
-0.000487562,
0.0103881,
0.00666839,
-0.00818181,
-0.00931069,
-0.0234283,
-0.00657079,
-0.00740355,
-0.00386346,
0.00139476,
0.00319865,
0.00771686,
0.0223379,
0.0176433,
0.00770886,
-4.97845e-05,
0.0037305,
0.000817156,
-0.00893734,
-0.0057226,
-0.0105699,
-0.00688479,
0.00282019,
0.0042543,
0.00765467,
0.00601926,
0.00974019,
0.0210988,
0.0127906,
0.00998843,
0.00553044,
0.0104967,
-0.000574722,
-0.00970012,
-0.00169305,
-0.0146369,
-0.00386327,
-0.00753795,
-0.00356714,
0.00997587,
0.0119283,
0.0135744,
0.0106822,
0.0216026,
0.0122943,
0.00879501,
-0.00317357,
-0.00407629,
-0.0146783,
-0.00219052,
-0.00603417,
-0.00587503,
-0.00344128,
-0.00607223,
0.00928033,
0.00626863,
0.0131639,
0.0143917,
0.0110634,
0.0127753,
0.00471348,
0.000744377,
-0.00933065,
-0.00656336,
-0.00675388,
-0.00548252,
-0.00370929,
0.00769793,
0.0112031,
0.0130082,
0.0107439,
0.0208234,
0.0177944,
0.012741,
0.0175414,
0.0126357,
-0.00259851,
-0.00560751,
-0.00425361,
-0.012185,
-0.00821129,
-0.00298472,
0.0130791,
0.00422125,
0.00771109,
0.0119637,
0.0161661,
0.0132154,
0.00541903,
0.00871456,
-0.00606745,
-0.0112724,
-0.00929319,
-0.011584,
-0.00061669,
-0.0138169,
-0.00454208,
0.00366842,
0.00222061,
0.00195366,
0.0154029,
0.0194503,
0.0159402,
0.0055553,
0.00145787,
0.0011754,
-0.0024073,
-0.0091742,
-0.00409299,
-0.00293311,
-0.00995303,
0.00571254,
0.0126159,
0.0130254,
0.00843005,
0.0202464,
0.0120271,
0.00308201,
0.00671146,
0.0115996,
-0.00923115,
-0.0100552,
-0.00879527,
-0.00145938,
0.00205289,
-0.00852066,
-2.56891e-05,
0.00416941,
0.0174615,
0.0145291,
0.0190883,
0.0173578,
0.00667298,
0.0065322,
0.00190885,
-0.00782387,
-0.00467906,
-0.0072954,
-0.0113912,
-0.0113093,
0.00387283,
-0.00584509,
0.00275458,
0.00500752,
0.00838265,
0.015889,
0.0101154,
0.00534489,
0.00544806,
-0.00120837,
-0.00657698,
-0.00266332,
-0.0142369,
-0.00467636,
-0.00603781,
0.00116766,
0.00788693,
0.0205914,
0.0101861,
0.0141035,
0.0168568,
0.0118998,
0.0176141,
0.0070332,
0.00190183,
-0.00942551,
-0.0110678,
-0.0131928,
-0.00538116,
0.00277002,
-0.0094254,
-0.00181968,
0.00660119,
0.0122337,
0.0069186,
0.00321376,
0.00760101,
0.00694053,
0.00478584,
-0.00664179,
-0.0122031,
-0.0131518,
-0.00674257,
-0.0132524,
-0.0030688,
0.00153478,
0.00704109,
0.00871134,
0.0121243,
0.0121151,
0.00609579,
0.0110933,
0.00962176,
-0.0009412,
-0.00445048,
-0.0043481,
-0.00911379,
-9.55468e-05,
0.00771071,
-0.00410908,
0.000392736,
0.0013712,
0.00294681,
0.00932647,
0.0162384,
0.0187941,
0.00226675,
0.00540393,
-0.00938024,
-0.00846602,
-0.0203347,
-0.010459,
-0.0127699,
-0.0186488,
-0.00822541,
0.00887428,
0.00377357,
-0.00265691,
0.0191043,
0.0120049,
0.00518662,
0.00320298,
0.0110184,
-0.010738,
-0.010321,
-0.00430617,
-0.00452215,
-0.00306691,
-0.00733266,
-0.00459364,
0.0100721,
0.0134126,
0.0198549,
0.0214491,
0.0142417,
-0.00140068,
0.0161875,
0.0051977,
3.68071e-06,
-0.0160736,
-0.00788291,
-0.00679706,
-0.00473871,
-0.00297147,
-0.0051283,
0.0127804,
0.0146454,
0.0141774,
0.020261,
0.0242458,
0.0107816,
0.00185242,
-0.00745409,
-0.00987353,
-0.00721913,
-0.0117577,
-0.0110551,
-0.0104918,
0.00486579,
0.0104983,
-0.00138956,
0.00485395,
0.0162726,
0.0148418,
0.00582406,
0.0128708,
8.69711e-05,
-0.000418729,
-0.00469075,
-0.0106538,
0.00274964,
-0.00249108,
2.63721e-05,
0.00848655,
0.00314045,
0.00527598,
0.0140733,
0.0324114,
0.015059,
0.00690824,
0.00900834,
0.00671267,
-0.00684567,
0.00168888,
-0.00861928,
-0.00325015,
-0.00893886,
-0.00472414,
0.00697047,
-0.00360285,
0.0126081,
0.0127243,
0.020653,
0.0101896,
0.00791573,
0.0114622,
0.000977742,
-0.0118867,
-0.0137551,
-0.00745777,
-0.00807139,
-0.00270115,
-0.00212085,
0.00427839,
0.00701874,
0.0105078,
0.0083353,
0.00900257,
0.0172466,
0.0136337,
0.00923263,
-0.0117068,
-0.0116621,
-0.00280026,
-0.0112648,
0.0065486,
0.00570336,
-0.00550103,
-0.00127565,
0.0133432,
0.0186591,
0.0147958,
0.0106211,
0.00908741,
0.00052471,
-0.00511524,
-0.0157031,
-0.00150109,
-0.00729779,
-0.0119475,
-0.0122502,
-0.000233858,
-0.00131523,
-0.00248786,
0.00193082,
0.0193548,
0.0105301,
0.00708738,
0.009596,
0.00174621,
-0.00138744,
-0.0099465,
-0.0126946,
0.000358357,
-0.00750573,
-0.00964229,
-0.0111808,
-0.00110304,
0.00773822,
0.00878089,
0.0120631,
0.0172585,
0.013344,
0.0125324,
0.00347243,
-0.00777484,
-0.0110378,
-0.00318594,
-0.00502641,
-0.00621862,
-0.00502804,
0.00077147,
0.00645863,
-0.0023409,
0.0165804,
0.0151732,
0.0110448,
0.00958264,
-0.00349421,
-0.00566746,
-0.00104426,
-0.00918535,
-0.00826726,
-0.0110687,
-0.000516097,
-0.0193144,
-0.00451498,
0.00816344,
0.00555086,
0.0145122,
0.0115883,
0.0124901,
0.00613264,
0.00574263,
-0.000550324,
-0.00933619,
-0.00666357,
-0.00704743,
-0.0136669,
-0.012404,
-0.00807696,
0.0107899,
0.0019688,
0.00941602,
0.0205111,
0.0189812,
0.00586983,
0.00269956,
0.00516294,
-0.0205502,
-0.00784383,
-0.00599326,
-0.00867233,
-0.00536435,
-0.0133115,
-0.0027238,
-0.00298878,
-0.00362482,
0.00934047,
0.0189923,
0.00994411,
0.000708101,
0.00669628,
-0.00207991,
-0.0165406,
-0.0102389,
-0.0163458,
0.00577215,
-0.0102306,
-0.00577345,
-0.00570586,
0.00451783,
0.0146082,
0.00726744,
0.0048113,
0.018517,
0.00529727,
0.0132755,
0.00288101,
-0.0076116,
-0.00243546,
-0.00640395,
-0.0063827,
-0.00682928,
-0.00391715,
0.00464259,
0.0124656,
0.011224,
0.0190909,
0.0215781,
0.011462,
0.00137727,
0.00287449,
0.000587624,
-0.0124823,
-0.00710347,
-0.00443461,
-0.0142428,
-0.00692039,
-0.0116784,
0.0023374,
0.0116753,
0.0219882,
0.010385,
0.00756155,
-0.00372682,
0.00212821,
-0.00484435,
-0.0081236,
0.000163621,
-0.0223925,
-0.0100907,
-0.00701498,
-0.00713079,
-0.00430928,
0.0139736,
0.0150649,
0.0217584,
0.0200564,
0.00667966,
0.00411561,
0.00926086,
0.00604058,
0.00488958,
-0.0104966,
-0.000110497,
0.00066029,
-0.0138079,
-0.00331139,
-0.00350191,
0.0126442,
0.0176944,
0.0135876,
0.000769117,
0.0120458,
0.00212829,
-0.0010427,
-0.00273234,
-0.00817577,
-0.0111975,
-0.0141699,
-0.0144474,
-0.0109422,
-0.0124473,
0.00383796,
0.00431463,
0.0126558,
0.0145217,
0.0102415,
0.00151964,
0.00148454,
-0.00474861,
-0.00874917,
-0.0108446,
-0.0125915,
-0.00625846,
-0.00903744,
-0.00454534,
0.00546901,
0.0063476,
0.0119591,
0.0156335,
0.0194754,
0.00901308,
0.00224117,
0.0155972,
0.00654522,
-0.00705756,
-0.00821125,
-0.00958765,
-0.00257119,
0.0043706,
-0.0124063,
0.00279434,
0.00772521,
0.00110106,
0.0148355,
0.00463318,
0.0020453,
-0.00183721,
0.000766803,
0.00067524,
-0.00912009,
-0.00683053,
-0.00843172,
-0.00349645,
-0.00372632,
-0.00591627,
0.00763638,
0.00638038,
0.0115977,
0.0131005,
0.0121268,
0.0121585,
0.00294294,
0.00354779,
-0.00529791,
-0.0118431,
-0.00793144,
-0.0157435,
-0.0123116,
-0.00344317,
0.011521,
0.00341517,
0.0042837,
0.00756713,
0.00958321,
0.0188251,
0.00137389,
-0.00244525,
0.00155345,
-0.00566352,
-0.0113998,
-0.0158489,
-0.00853592,
-0.014203,
-0.00113988,
-0.00125072,
0.000893199,
0.0113118,
0.00933323,
0.0158293,
0.0103746,
0.00342181,
-0.00245864,
-0.00779761,
-0.0195847,
-0.0161392,
-0.0106493,
-0.00653217,
-0.00475893,
-0.00633523,
0.00340762,
0.00244893,
0.0126527,
0.0119432,
0.0120268,
-0.000961197,
0.00933125,
0.00885162,
-0.0069224,
-0.0114663,
-0.00809973,
-0.00103587,
-0.00532675,
-0.00758557,
0.00695966,
0.0100897,
0.00904059,
0.0135608,
0.0190236,
0.00109848,
0.00954621,
0.0121142,
0.0031047,
-0.00236135,
-0.000847475,
-0.00639222,
-0.00397946,
-0.00990681,
-0.00474599,
-0.00168467,
-0.00159747,
0.00758113,
0.00804429,
0.0122361,
-0.00680697,
0.00634934,
-0.00257692,
0.00229593,
-0.00588277,
-0.00427171,
-0.00974596,
-0.0132722,
-0.00757498,
0.00420292,
-0.00429486,
0.000369399,
0.0100213,
0.0285533,
0.00672455,
0.00772172,
0.0088372,
0.00500273,
-0.00441591,
0.00128692,
-0.00883417,
-0.00205441,
-0.00967762,
-0.0103567,
-5.46036e-05,
0.00131398,
0.0209057,
0.015866,
0.0203926,
0.00179076,
-0.00150936,
0.017303,
-0.00336873,
-0.0167381,
-0.00723617,
-0.00791869,
-0.0139249,
-0.0093758,
-0.00954128,
0.00333431,
0.00607811,
0.00790761,
0.0131574,
0.0159935,
0.00887632,
0.0102744,
0.00596761,
-0.000252831,
-0.0103381,
-0.004966,
-0.00648731,
-0.0107409,
-0.00870257,
-0.00962772,
0.0134067,
0.0131892,
0.0195403,
0.0184759,
0.0228014,
0.0142021,
0.00122947,
0.00286428,
-0.00772301,
-0.00794981,
0.00368413,
-0.00380832,
-0.0153534,
-0.00675878,
-0.00196759,
0.00170136,
0.0159575,
0.0147764,
0.0101104,
0.0142481,
0.00766101,
0.00955783,
0.0131984,
0.00263683,
-0.00988928,
-0.00439238,
-0.0117822,
-0.0035846,
0.00368978,
0.00164418,
0.00611101,
0.0213218,
0.0218986,
0.0174245,
0.00817236,
0.0053513,
0.0116768,
0.00358346,
-0.00388167,
-0.00746919,
0.0022968,
0.00613116,
-0.00842504,
-0.0127034,
0.00839134,
0.012606,
0.018209,
0.0242349,
0.0164359,
0.00741709,
0.0164454,
0.00776881,
-0.001479,
-0.00253806,
-0.0135503,
-0.00874928,
-0.00634297,
-0.00190862,
-0.00035665,
-0.000523876,
0.0108491,
0.0137047,
0.0140059,
0.012682,
-0.00478884,
0.00612786,
0.00789464,
0.00256033,
-0.00376453,
-0.00686438,
-0.011944,
-0.000556053,
-0.00114713,
0.000647995,
0.00304812,
0.00960309,
0.0176958,
0.0142619,
0.00880696,
0.00877543,
0.0110268,
0.00316777,
0.00172125,
-0.00612197,
-0.0105626,
0.00031859,
0.00295106,
0.00184222,
0.00781446,
0.00943587,
0.0159245,
0.0234562,
0.0192369,
0.00944649,
0.00421081,
0.00274657,
0.0130722,
-0.00543091,
-0.00623297,
-0.00944604,
0.000390118,
-0.00522111,
-0.00306133,
0.00365131,
0.0147958,
0.00656799,
0.0186425,
0.00832236,
0.0120821,
0.00374917,
0.00449502,
0.000671673,
-0.00502493,
-0.00413606,
-0.00591517,
-0.00752247,
0.00281404,
-0.000413682,
0.0151332,
0.0124067,
0.0134417,
0.0180569,
0.0122412,
0.014324,
0.00561673,
0.0136746,
-0.00624192,
-0.00295212,
-0.0126617,
-0.00536219,
0.00125634,
-0.00231858,
0.00363358,
0.0071385,
0.0118609,
0.0191718,
0.0100937,
-0.00105519,
0.00787358,
-0.000551044,
0.0138069,
-0.0118945,
-0.00190691,
-0.00544825,
-0.0116024,
-0.00519239,
0.000449085,
0.00393612,
0.0112547,
0.014077,
0.0228469,
0.0128345,
0.0014691,
0.00766074,
-0.00102662,
-0.000237956,
-0.00973723,
-0.0093736,
-0.00567775,
-0.00918577,
-0.0101818,
0.0140573,
0.00422356,
0.00758121,
0.0145356,
0.0145007,
0.00879713,
0.00775363,
0.00900219,
-0.00517926,
-0.00967929,
-0.00366705,
-0.00876192,
-0.0124072,
-0.0093264,
-0.00260678,
-0.00259987,
0.00179698,
0.0181996,
0.0209478,
0.00921245,
0.00554251,
0.00142747,
0.012914,
-0.00130377,
-0.0120228,
-0.0102268,
-0.00902974,
-0.007919,
-0.0138135,
0.0102327,
0.00494517,
0.00392277,
0.0155985,
0.0166914,
0.0091224,
0.0122056,
0.00828491,
0.0100194,
-0.000757089,
-0.0100801,
-0.00872166,
-0.00382259,
-0.00833556,
-0.00403289,
0.00721754,
0.00918972,
0.0159607,
0.0209806,
0.0141125,
0.000588383,
0.00476645,
0.00846534,
0.0063218,
-0.00967732,
-0.0103292,
-0.00700713,
-0.00724812,
-0.0190173,
-0.00407178,
0.00270415,
0.0085717,
0.012509,
0.00980781,
0.0162587,
-0.00116732,
0.0111209,
-0.00578923,
0.000137818,
-0.0106922,
-0.00477191,
-0.0100682,
-0.00497276,
-0.00386297,
-0.0031675,
-0.00241591,
0.00531127,
0.0189485,
0.0190598,
0.00938392,
0.00377672,
0.010404,
0.00818291,
-0.0013668,
-0.0100234,
-0.00891419,
-0.0048549,
-0.0159201,
-0.00529863,
0.00872515,
0.00832433,
0.0091372,
0.0119986,
0.0133819,
0.00419764,
0.00675214,
0.00328342,
-0.00146466,
-0.0107833,
-0.00688013,
-0.00893984,
-0.0116364,
-0.0185564,
0.00115244,
0.00315137,
0.0156943,
0.00598628,
0.0115934,
0.0182666,
0.00639385,
0.00688195,
0.00494248,
0.0037426,
-0.000946816,
-0.00885211,
-0.0116097,
-0.00312018,
-0.00438096,
-0.00393677,
0.00264006,
0.00373482,
0.0165749,
0.013127,
0.0184004,
0.00316925,
0.00403281,
0.00483911,
-0.00269417,
0.00191849,
-0.0104083,
-0.0120797,
-0.000997739,
-0.00620883,
-0.00498763,
0.00331063,
